Education Record_id,Employee_id,Institution Country,Education Level,institution_name,degree_title,field_of_study,graduation_date
23901,23901,Ghana,Master's Degree,Ashesi University,MPhil,Engineering,2025-06-30
23902,23902,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,2018-06-30
23903,23903,Ghana,Diploma,University of Cape Coast,HND,Business Administration,2018-06-30
23904,23904,Canada,Doctoral Degree,University of Toronto,PhD,Engineering,2006-06-30
23905,23905,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Economics,2013-06-30
23906,23906,Canada,Master's Degree,University of Toronto,MSc,Data Analytics,2004-06-30
23907,23907,Ghana,Doctoral Degree,University of Cape Coast,PhD,Data Analytics,2003-06-30
23908,23908,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Business Administration,1987-06-30
23909,23909,Ghana,Master's Degree,University of Cape Coast,MPhil,Engineering,1992-06-30
23910,23910,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Economics,2020-06-30
23911,23911,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2000-06-30
23912,23912,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Business Administration,1999-06-30
23913,23913,Canada,Doctoral Degree,University of Toronto,PhD,Data Analytics,2010-06-30
23914,23914,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Business Administration,2016-06-30
23915,23915,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Information Technology,2011-06-30
23916,23916,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Computer Science,1994-06-30
23917,23917,United Kingdom,Master's Degree,University of London,MA,Business Administration,1993-06-30
23918,23918,Ghana,Master's Degree,University of Ghana,MSc,Business Administration,2003-06-30
23919,23919,United Kingdom,Diploma,University of London,HND,Data Analytics,2002-06-30
23920,23920,Ghana,Master's Degree,Ashesi University,MPhil,Computer Science,2002-06-30
23921,23921,Ghana,Master's Degree,University of Ghana,MSc,Data Analytics,2001-06-30
23922,23922,Ghana,Bachelor's Degree,Ashesi University,BSc,Computer Science,2025-06-30
23923,23923,Ghana,Doctoral Degree,University of Ghana,PhD,Computer Science,2001-06-30
23924,23924,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2002-06-30
23925,23925,Ghana,Doctoral Degree,Ashesi University,PhD,Business Administration,2013-06-30
23926,23926,Ghana,Bachelor's Degree,University of Ghana,BSc,Computer Science,1998-06-30
23927,23927,Ghana,Master's Degree,Ashesi University,MSc,Computer Science,2019-06-30
23928,23928,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2000-06-30
23929,23929,Ghana,Master's Degree,University of Ghana,MA,Business Administration,2025-06-30
23930,23930,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2026-06-30
23931,23931,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MA,Business Administration,1991-06-30
23932,23932,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,2000-06-30
23933,23933,United Kingdom,Bachelor's Degree,University of London,BA,Business Administration,1996-06-30
23934,23934,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Data Analytics,2023-06-30
23935,23935,United Kingdom,Doctoral Degree,University of London,PhD,Business Administration,1997-06-30
23936,23936,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Data Analytics,1998-06-30
23937,23937,United Kingdom,Master's Degree,University of London,MSc,Information Technology,2006-06-30
23938,23938,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Data Analytics,2006-06-30
23939,23939,Ghana,Master's Degree,Ashesi University,MBA,Information Technology,2001-06-30
23940,23940,Canada,Bachelor's Degree,University of Toronto,BSc,Economics,2013-06-30
23941,23941,Ghana,Master's Degree,Ashesi University,MSc,Economics,2009-06-30
23942,23942,Ghana,Master's Degree,University of Cape Coast,MSc,Engineering,2024-06-30
23943,23943,Ghana,Doctoral Degree,Ashesi University,PhD,Computer Science,1993-06-30
23944,23944,United States,Master's Degree,Massachusetts Institute of Technology,MSc,Engineering,2013-06-30
23945,23945,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Computer Science,1988-06-30
23946,23946,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Engineering,1996-06-30
23947,23947,Ghana,Doctoral Degree,University of Cape Coast,PhD,Engineering,1999-06-30
23948,23948,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Business Administration,2002-06-30
23949,23949,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Economics,2025-06-30
23950,23950,Ghana,Bachelor's Degree,Accra Technical University,BSc,Information Technology,1996-06-30
23951,23951,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2023-06-30
23952,23952,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Business Administration,2025-06-30
23953,23953,Ghana,Diploma,University of Cape Coast,HND,Information Technology,2007-06-30
23954,23954,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2020-06-30
23955,23955,Ghana,Bachelor's Degree,Accra Technical University,BSc,Data Analytics,2000-06-30
23956,23956,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Information Technology,2016-06-30
23957,23957,Ghana,Doctoral Degree,University of Cape Coast,PhD,Engineering,2005-06-30
23958,23958,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Information Technology,1999-06-30
23959,23959,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Computer Science,2025-06-30
23960,23960,Ghana,Master's Degree,Accra Technical University,MSc,Economics,2024-06-30
23961,23961,Ghana,Master's Degree,University of Ghana,MSc,Economics,1997-06-30
23962,23962,Ghana,Master's Degree,Ashesi University,MSc,Business Administration,2025-06-30
23963,23963,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2021-06-30
23964,23964,Ghana,Diploma,University of Ghana,HND,Information Technology,1987-06-30
23965,23965,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BA,Business Administration,1991-06-30
23966,23966,Ghana,Diploma,Ashesi University,HND,Business Administration,2005-06-30
23967,23967,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Data Analytics,2008-06-30
23968,23968,Ghana,Diploma,University of Ghana,HND,Data Analytics,2006-06-30
23969,23969,Ghana,Diploma,University of Ghana,HND,Information Technology,2012-06-30
23970,23970,United Kingdom,Master's Degree,University of London,MA,Business Administration,1991-06-30
23971,23971,Ghana,Master's Degree,Accra Technical University,MA,Business Administration,1993-06-30
23972,23972,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Business Administration,2019-06-30
23973,23973,Ghana,Diploma,University of Ghana,HND,Information Technology,2019-06-30
23974,23974,Ghana,Bachelor's Degree,University of Ghana,BSc,Computer Science,2021-06-30
23975,23975,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Information Technology,2000-06-30
23976,23976,Ghana,Diploma,Ashesi University,HND,Business Administration,2012-06-30
23977,23977,Ghana,Master's Degree,University of Ghana,MBA,Business Administration,1997-06-30
23978,23978,Ghana,Diploma,Accra Technical University,HND,Data Analytics,2024-06-30
23979,23979,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Computer Science,2023-06-30
23980,23980,Ghana,Doctoral Degree,Accra Technical University,PhD,Business Administration,2004-06-30
23981,23981,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Business Administration,2025-06-30
23982,23982,Ghana,Master's Degree,Ashesi University,MBA,Business Administration,2001-06-30
23983,23983,United States,Master's Degree,Massachusetts Institute of Technology,MBA,Information Technology,2021-06-30
23984,23984,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Business Administration,2020-06-30
23985,23985,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Business Administration,2001-06-30
23986,23986,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,1988-06-30
23987,23987,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,2006-06-30
23988,23988,Ghana,Diploma,Ashesi University,HND,Data Analytics,2010-06-30
23989,23989,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Economics,2015-06-30
23990,23990,South Africa,Master's Degree,University of Cape Town,MBA,Business Administration,2019-06-30
23991,23991,Ghana,Bachelor's Degree,Ashesi University,BSc,Data Analytics,1991-06-30
23992,23992,Canada,Master's Degree,University of Toronto,MSc,Business Administration,2025-06-30
23993,23993,Ghana,Bachelor's Degree,Ashesi University,BSc,Data Analytics,2015-06-30
23994,23994,Ghana,Diploma,University of Ghana,HND,Engineering,1992-06-30
23995,23995,Ghana,Bachelor's Degree,University of Ghana,BSc,Data Analytics,1996-06-30
23996,23996,Ghana,Master's Degree,University of Ghana,MSc,Information Technology,2013-06-30
23997,23997,Ghana,Master's Degree,Accra Technical University,MSc,Economics,2007-06-30
23998,23998,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Business Administration,1997-06-30
23999,23999,Canada,Bachelor's Degree,University of Toronto,BSc,Computer Science,2011-06-30
24000,24000,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Business Administration,1998-06-30
24001,24001,South Africa,Bachelor's Degree,University of Cape Town,BA,Business Administration,2011-06-30
24002,24002,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Computer Science,2004-06-30
24003,24003,Ghana,Diploma,University of Cape Coast,HND,Data Analytics,2000-06-30
24004,24004,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Information Technology,2021-06-30
24005,24005,Ghana,Master's Degree,University of Ghana,MSc,Business Administration,2018-06-30
24006,24006,Ghana,Master's Degree,Ashesi University,MBA,Information Technology,2001-06-30
24007,24007,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,2009-06-30
24008,24008,Ghana,Bachelor's Degree,Ashesi University,BSc,Information Technology,1991-06-30
24009,24009,Ghana,Diploma,University of Cape Coast,HND,Business Administration,2006-06-30
24010,24010,Ghana,Master's Degree,Accra Technical University,MBA,Information Technology,2013-06-30
24011,24011,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Business Administration,2012-06-30
24012,24012,Ghana,Master's Degree,University of Cape Coast,MBA,Economics,2011-06-30
24013,24013,Ghana,Bachelor's Degree,University of Ghana,BSc,Data Analytics,2025-06-30
24014,24014,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2000-06-30
24015,24015,South Africa,Master's Degree,University of Cape Town,MSc,Engineering,2014-06-30
24016,24016,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Business Administration,2025-06-30
24017,24017,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Data Analytics,2011-06-30
24018,24018,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Business Administration,2026-06-30
24019,24019,United Kingdom,Diploma,University of London,HND,Economics,2002-06-30
24020,24020,Ghana,Bachelor's Degree,University of Ghana,BSc,Business Administration,2013-06-30
24021,24021,Canada,Doctoral Degree,University of Toronto,PhD,Computer Science,2017-06-30
24022,24022,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Information Technology,2000-06-30
24023,24023,United Kingdom,Bachelor's Degree,University of London,BA,Business Administration,2007-06-30
24024,24024,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Engineering,2022-06-30
24025,24025,South Africa,Master's Degree,University of Cape Town,MBA,Business Administration,1994-06-30
24026,24026,Ghana,Diploma,Accra Technical University,HND,Engineering,2024-06-30
24027,24027,Ghana,Master's Degree,Accra Technical University,MPhil,Engineering,1997-06-30
24028,24028,Ghana,Diploma,University of Ghana,HND,Business Administration,2009-06-30
24029,24029,Ghana,Master's Degree,University of Cape Coast,MBA,Economics,2025-06-30
24030,24030,South Africa,Bachelor's Degree,University of Cape Town,BSc,Computer Science,2012-06-30
24031,24031,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Information Technology,1999-06-30
24032,24032,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Business Administration,2013-06-30
24033,24033,Ghana,Bachelor's Degree,University of Cape Coast,BA,Business Administration,2012-06-30
24034,24034,Ghana,Bachelor's Degree,Ashesi University,BSc,Business Administration,2016-06-30
24035,24035,Ghana,Bachelor's Degree,Accra Technical University,BSc,Information Technology,2025-06-30
24036,24036,Ghana,Master's Degree,Accra Technical University,MBA,Information Technology,2025-06-30
24037,24037,United Kingdom,Doctoral Degree,University of London,PhD,Business Administration,2008-06-30
24038,24038,Ghana,Bachelor's Degree,Ashesi University,BA,Business Administration,2006-06-30
24039,24039,Ghana,Doctoral Degree,University of Ghana,PhD,Engineering,2002-06-30
24040,24040,United States,Master's Degree,Massachusetts Institute of Technology,MBA,Business Administration,1997-06-30
24041,24041,Ghana,Bachelor's Degree,University of Ghana,BSc,Data Analytics,2002-06-30
24042,24042,Ghana,Doctoral Degree,Ashesi University,PhD,Computer Science,2017-06-30
24043,24043,Ghana,Master's Degree,Ashesi University,MSc,Economics,2023-06-30
24044,24044,Ghana,Doctoral Degree,Accra Technical University,PhD,Information Technology,2012-06-30
24045,24045,United States,Master's Degree,Massachusetts Institute of Technology,MSc,Economics,2023-06-30
24046,24046,Canada,Master's Degree,University of Toronto,MSc,Engineering,2025-06-30
24047,24047,United Kingdom,Bachelor's Degree,University of London,BSc,Information Technology,2003-06-30
24048,24048,Ghana,Doctoral Degree,Accra Technical University,PhD,Business Administration,2007-06-30
24049,24049,Ghana,Master's Degree,Ashesi University,MPhil,Computer Science,2010-06-30
24050,24050,Ghana,Bachelor's Degree,Accra Technical University,BSc,Information Technology,1999-06-30
24051,24051,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,2022-06-30
24052,24052,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Economics,2001-06-30
24053,24053,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Computer Science,2026-06-30
24054,24054,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Data Analytics,1997-06-30
24055,24055,United Kingdom,Doctoral Degree,University of London,PhD,Engineering,2013-06-30
24056,24056,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Computer Science,2023-06-30
24057,24057,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Engineering,2007-06-30
24058,24058,Ghana,Master's Degree,University of Ghana,MBA,Business Administration,2017-06-30
24059,24059,Ghana,Doctoral Degree,University of Ghana,PhD,Business Administration,2010-06-30
24060,24060,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,2024-06-30
24061,24061,Ghana,Master's Degree,Accra Technical University,MSc,Engineering,1996-06-30
24062,24062,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Computer Science,1992-06-30
24063,24063,Ghana,Bachelor's Degree,Ashesi University,BSc,Information Technology,2006-06-30
24064,24064,Ghana,Diploma,Accra Technical University,HND,Business Administration,2022-06-30
24065,24065,Canada,Master's Degree,University of Toronto,MBA,Information Technology,2020-06-30
24066,24066,Ghana,Master's Degree,Ashesi University,MPhil,Engineering,2014-06-30
24067,24067,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Engineering,1993-06-30
24068,24068,South Africa,Doctoral Degree,University of Cape Town,PhD,Information Technology,2025-06-30
24069,24069,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BA,Business Administration,1999-06-30
24070,24070,Ghana,Doctoral Degree,University of Ghana,PhD,Data Analytics,2014-06-30
24071,24071,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MSc,Computer Science,2013-06-30
24072,24072,South Africa,Master's Degree,University of Cape Town,MSc,Economics,2007-06-30
24073,24073,Ghana,Diploma,University of Cape Coast,HND,Economics,2026-06-30
24074,24074,Ghana,Bachelor's Degree,University of Cape Coast,BA,Business Administration,2008-06-30
24075,24075,Ghana,Diploma,University of Cape Coast,HND,Data Analytics,2025-06-30
24076,24076,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,2004-06-30
24077,24077,United Kingdom,Master's Degree,University of London,MBA,Information Technology,2018-06-30
24078,24078,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Business Administration,2020-06-30
24079,24079,Ghana,Diploma,University of Ghana,HND,Business Administration,2006-06-30
24080,24080,United Kingdom,Diploma,University of London,HND,Engineering,2015-06-30
24081,24081,Ghana,Master's Degree,Ashesi University,MA,Business Administration,2010-06-30
24082,24082,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Computer Science,2025-06-30
24083,24083,Ghana,Master's Degree,Accra Technical University,MSc,Computer Science,2021-06-30
24084,24084,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BA,Business Administration,2008-06-30
24085,24085,South Africa,Master's Degree,University of Cape Town,MSc,Computer Science,2000-06-30
24086,24086,United States,Master's Degree,Massachusetts Institute of Technology,MSc,Information Technology,2013-06-30
24087,24087,South Africa,Diploma,University of Cape Town,HND,Information Technology,2013-06-30
24088,24088,Ghana,Master's Degree,University of Cape Coast,MSc,Engineering,2025-06-30
24089,24089,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Data Analytics,2021-06-30
24090,24090,United Kingdom,Bachelor's Degree,University of London,BSc,Computer Science,1994-06-30
24091,24091,United Kingdom,Master's Degree,University of London,MPhil,Computer Science,1999-06-30
24092,24092,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Computer Science,2023-06-30
24093,24093,Ghana,Master's Degree,Ashesi University,MPhil,Engineering,2004-06-30
24094,24094,Ghana,Diploma,Ashesi University,HND,Engineering,2002-06-30
24095,24095,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,2015-06-30
24096,24096,Ghana,Doctoral Degree,Ashesi University,PhD,Data Analytics,2015-06-30
24097,24097,Ghana,Doctoral Degree,University of Cape Coast,PhD,Business Administration,2005-06-30
24098,24098,Ghana,Doctoral Degree,University of Ghana,PhD,Computer Science,2022-06-30
24099,24099,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Computer Science,2004-06-30
24100,24100,Ghana,Master's Degree,Ashesi University,MSc,Engineering,2008-06-30
24101,24101,Ghana,Bachelor's Degree,Accra Technical University,BSc,Computer Science,2010-06-30
24102,24102,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Economics,2021-06-30
24103,24103,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,1998-06-30
24104,24104,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Data Analytics,2018-06-30
24105,24105,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Business Administration,1996-06-30
24106,24106,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Business Administration,2009-06-30
24107,24107,Ghana,Bachelor's Degree,University of Ghana,BSc,Computer Science,1989-06-30
24108,24108,Canada,Master's Degree,University of Toronto,MPhil,Computer Science,1996-06-30
24109,24109,Ghana,Diploma,Ashesi University,HND,Business Administration,2012-06-30
24110,24110,Ghana,Master's Degree,University of Cape Coast,MBA,Business Administration,1996-06-30
24111,24111,Ghana,Master's Degree,Ashesi University,MSc,Business Administration,2025-06-30
24112,24112,Ghana,Bachelor's Degree,University of Ghana,BSc,Computer Science,2019-06-30
24113,24113,South Africa,Bachelor's Degree,University of Cape Town,BA,Business Administration,2015-06-30
24114,24114,Ghana,Bachelor's Degree,Accra Technical University,BSc,Economics,1988-06-30
24115,24115,Canada,Bachelor's Degree,University of Toronto,BSc,Information Technology,2000-06-30
24116,24116,Ghana,Doctoral Degree,Kwame Nkrumah University of Science and Technology,PhD,Data Analytics,2025-06-30
24117,24117,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Information Technology,1998-06-30
24118,24118,Ghana,Master's Degree,University of Ghana,MSc,Business Administration,1992-06-30
24119,24119,Canada,Doctoral Degree,University of Toronto,PhD,Economics,2002-06-30
24120,24120,Ghana,Bachelor's Degree,University of Ghana,BSc,Engineering,2017-06-30
24121,24121,United States,Bachelor's Degree,Massachusetts Institute of Technology,BSc,Information Technology,2010-06-30
24122,24122,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Engineering,2005-06-30
24123,24123,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2003-06-30
24124,24124,Ghana,Bachelor's Degree,University of Ghana,BSc,Economics,2009-06-30
24125,24125,Ghana,Master's Degree,University of Cape Coast,MSc,Economics,2020-06-30
24126,24126,Ghana,Diploma,Accra Technical University,HND,Computer Science,2009-06-30
24127,24127,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Business Administration,1994-06-30
24128,24128,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Engineering,2025-06-30
24129,24129,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,2017-06-30
24130,24130,Ghana,Bachelor's Degree,Accra Technical University,BSc,Engineering,1989-06-30
24131,24131,United States,Diploma,Massachusetts Institute of Technology,HND,Information Technology,2005-06-30
24132,24132,Ghana,Bachelor's Degree,Ashesi University,BSc,Economics,1998-06-30
24133,24133,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,1990-06-30
24134,24134,United States,Doctoral Degree,Massachusetts Institute of Technology,PhD,Data Analytics,2002-06-30
24135,24135,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Computer Science,1999-06-30
24136,24136,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Computer Science,1994-06-30
24137,24137,South Africa,Bachelor's Degree,University of Cape Town,BSc,Data Analytics,1994-06-30
24138,24138,Ghana,Bachelor's Degree,University of Ghana,BSc,Information Technology,1994-06-30
24139,24139,Ghana,Master's Degree,Accra Technical University,MA,Business Administration,2010-06-30
24140,24140,Ghana,Master's Degree,Accra Technical University,MSc,Computer Science,2013-06-30
24141,24141,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Engineering,2010-06-30
24142,24142,United States,Bachelor's Degree,Massachusetts Institute of Technology,BA,Business Administration,1992-06-30
24143,24143,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Computer Science,1988-06-30
24144,24144,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Business Administration,1993-06-30
24145,24145,Ghana,Bachelor's Degree,Ashesi University,BSc,Computer Science,2000-06-30
24146,24146,Ghana,Doctoral Degree,Ashesi University,PhD,Data Analytics,2022-06-30
24147,24147,Ghana,Diploma,University of Ghana,HND,Engineering,2008-06-30
24148,24148,South Africa,Master's Degree,University of Cape Town,MSc,Information Technology,1999-06-30
24149,24149,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Business Administration,2024-06-30
24150,24150,South Africa,Doctoral Degree,University of Cape Town,PhD,Economics,2003-06-30
24151,24151,Ghana,Bachelor's Degree,Ashesi University,BSc,Business Administration,1997-06-30
24152,24152,United Kingdom,Doctoral Degree,University of London,PhD,Engineering,1992-06-30
24153,24153,Ghana,Bachelor's Degree,Ashesi University,BSc,Engineering,2025-06-30
24154,24154,Ghana,Doctoral Degree,Accra Technical University,PhD,Economics,1997-06-30
24155,24155,Ghana,Diploma,Accra Technical University,HND,Engineering,2011-06-30
24156,24156,Ghana,Bachelor's Degree,Accra Technical University,BSc,Economics,2017-06-30
24157,24157,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Information Technology,2013-06-30
24158,24158,Ghana,Bachelor's Degree,Ashesi University,BSc,Business Administration,2002-06-30
24159,24159,South Africa,Bachelor's Degree,University of Cape Town,BSc,Data Analytics,1998-06-30
24160,24160,Ghana,Master's Degree,University of Ghana,MA,Business Administration,2023-06-30
24161,24161,Ghana,Doctoral Degree,University of Cape Coast,PhD,Business Administration,2002-06-30
24162,24162,Ghana,Diploma,University of Ghana,HND,Computer Science,2024-06-30
24163,24163,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Business Administration,1992-06-30
24164,24164,Ghana,Master's Degree,Accra Technical University,MBA,Data Analytics,2006-06-30
24165,24165,Ghana,Bachelor's Degree,Accra Technical University,BSc,Data Analytics,2001-06-30
24166,24166,Ghana,Bachelor's Degree,University of Cape Coast,BSc,Data Analytics,2019-06-30
24167,24167,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Data Analytics,2013-06-30
24168,24168,Ghana,Doctoral Degree,Accra Technical University,PhD,Computer Science,2011-06-30
24169,24169,Canada,Master's Degree,University of Toronto,MSc,Economics,2008-06-30
24170,24170,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2011-06-30
24171,24171,Ghana,Diploma,University of Ghana,HND,Data Analytics,2000-06-30
24172,24172,Ghana,Bachelor's Degree,Accra Technical University,BSc,Economics,2009-06-30
24173,24173,Canada,Master's Degree,University of Toronto,MA,Data Analytics,2026-06-30
24174,24174,Ghana,Diploma,Kwame Nkrumah University of Science and Technology,HND,Economics,2011-06-30
24175,24175,United Kingdom,Master's Degree,University of London,MSc,Information Technology,2002-06-30
24176,24176,Ghana,Diploma,Accra Technical University,HND,Information Technology,2009-06-30
24177,24177,Ghana,Diploma,Accra Technical University,HND,Information Technology,1991-06-30
24178,24178,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MBA,Data Analytics,2008-06-30
24179,24179,United Kingdom,Master's Degree,University of London,MSc,Business Administration,2023-06-30
24180,24180,Canada,Bachelor's Degree,University of Toronto,BSc,Economics,2005-06-30
24181,24181,United Kingdom,Bachelor's Degree,University of London,BSc,Information Technology,2008-06-30
24182,24182,Ghana,Master's Degree,Kwame Nkrumah University of Science and Technology,MPhil,Engineering,2017-06-30
24183,24183,Ghana,Diploma,Ashesi University,HND,Engineering,2025-06-30
24184,24184,Ghana,Bachelor's Degree,University of Cape Coast,BA,Business Administration,2000-06-30
24185,24185,Ghana,Diploma,University of Ghana,HND,Business Administration,2012-06-30
24186,24186,Ghana,Doctoral Degree,University of Cape Coast,PhD,Information Technology,2019-06-30
24187,24187,South Africa,Bachelor's Degree,University of Cape Town,BSc,Economics,2017-06-30
24188,24188,Ghana,Diploma,Ashesi University,HND,Engineering,2007-06-30
24189,24189,United Kingdom,Master's Degree,University of London,MSc,Economics,2010-06-30
24190,24190,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Data Analytics,2017-06-30
24191,24191,Ghana,Doctoral Degree,Ghana Institute of Management and Public Administration,PhD,Information Technology,1989-06-30
24192,24192,Ghana,Bachelor's Degree,Accra Technical University,BSc,Data Analytics,2019-06-30
24193,24193,Ghana,Diploma,Accra Technical University,HND,Computer Science,1995-06-30
24194,24194,Ghana,Bachelor's Degree,Accra Technical University,BA,Business Administration,2025-06-30
24195,24195,Ghana,Master's Degree,Ashesi University,MA,Business Administration,1995-06-30
24196,24196,Ghana,Bachelor's Degree,Kwame Nkrumah University of Science and Technology,BSc,Computer Science,2014-06-30
24197,24197,Ghana,Master's Degree,Accra Technical University,MPhil,Engineering,2015-06-30
24198,24198,Ghana,Master's Degree,University of Cape Coast,MBA,Business Administration,1992-06-30
24199,24199,Ghana,Diploma,Ghana Institute of Management and Public Administration,HND,Computer Science,2004-06-30
24200,24200,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MSc,Economics,2025-06-30
24201,24201,Ghana,Bachelor's Degree,University of Ghana,BA,Business Administration,2018-06-30
24202,24202,Ghana,Master's Degree,Accra Technical University,MBA,Business Administration,2009-06-30
24203,24203,Ghana,Master's Degree,Ghana Institute of Management and Public Administration,MBA,Business Administration,2025-06-30
24204,24204,Ghana,Bachelor's Degree,Ghana Institute of Management and Public Administration,BSc,Information Technology,1991-06-30
