employee_id,year,performance_score,projects_completed,training_hours,attendance_rate ,bonus_awarded
28557,2023,2.71,5,44,85.38,Yes
28557,2024,2.97,4,18,86.28,No
28557,2025,3.3,4,21,98.08,No
28558,2021,4.43,5,66,93.88,Yes
28558,2022,4.46,3,65,95.9,Yes
28558,2023,4.27,5,47,99.65,No
28558,2024,4.26,9,54,99.5,Yes
28558,2025,4.47,4,53,91.8,Yes
28559,2021,4.15,8,95,89.07,Yes
28559,2022,4.45,10,69,86.04,Yes
28559,2023,4.28,7,71,90.67,Yes
28559,2024,4.64,8,92,86.35,Yes
28559,2025,4.45,6,75,93.22,Yes
28560,2021,3.72,4,33,88.94,No
28560,2022,3.04,1,55,86.51,No
28560,2023,3.49,3,44,87.57,Yes
28560,2024,3.06,10,40,97.58,No
28560,2025,3.46,1,32,90.45,No
28561,2021,3.62,7,73,85.16,Yes
28561,2022,3.44,10,74,89.03,Yes
28561,2023,3.72,3,86,89.77,Yes
28561,2024,3.72,2,86,97.86,Yes
28561,2025,3.59,5,66,99.32,Yes
28562,2021,3.59,10,52,94.72,Yes
28562,2022,3.22,2,41,95.35,Yes
28562,2023,3.37,3,41,88.19,No
28562,2024,3.02,6,47,85.76,No
28562,2025,3.06,3,32,89.67,No
28563,2021,3.27,6,67,96.74,No
28563,2022,3.31,6,72,88.98,No
28563,2023,3.44,8,52,87.63,No
28563,2024,2.97,2,46,90.82,No
28563,2025,2.83,7,55,99.86,No
28564,2021,3.65,10,68,94.97,Yes
28564,2022,3.57,9,65,87.64,Yes
28564,2023,4.23,9,46,91.1,Yes
28564,2024,4.01,7,45,85.86,Yes
28564,2025,3.99,6,49,98.29,Yes
28565,2021,3.48,1,66,89.7,Yes
28565,2022,3.89,8,73,88.76,No
28565,2023,3.73,8,94,93.94,No
28565,2024,4.08,6,71,99.94,Yes
28565,2025,3.51,4,77,86.13,Yes
28566,2021,3.33,1,36,96.27,No
28566,2022,4.09,1,28,85.14,No
28566,2023,3.43,6,47,90.38,Yes
28566,2024,3.34,6,58,96.69,No
28566,2025,4,3,46,93.57,No
28567,2021,3.24,9,23,94.93,No
28567,2022,3.29,3,35,85.52,Yes
28567,2023,3.8,1,43,86.74,No
28567,2024,3.81,3,42,88.86,Yes
28567,2025,3.45,6,18,99.93,No
28568,2021,3.11,5,55,90.59,No
28568,2022,3.31,4,64,89.01,No
28568,2023,2.94,5,40,93.68,Yes
28568,2024,2.89,8,61,96.31,No
28568,2025,2.79,4,43,93.09,Yes
28569,2021,4.44,8,38,89.72,No
28569,2022,4.49,7,20,90.47,No
28569,2023,4.09,2,34,88.98,Yes
28569,2024,4.52,5,26,92.72,No
28569,2025,4.61,9,40,94.04,Yes
28570,2021,3.84,10,83,99.54,Yes
28570,2022,3.75,1,89,86.38,No
28570,2023,3.85,3,88,85.14,Yes
28570,2024,3.48,5,77,87.41,No
28570,2025,3.79,7,84,97.96,Yes
28571,2021,2.81,7,55,99.22,Yes
28571,2022,2.79,6,61,95.7,Yes
28571,2023,3.29,6,54,93.52,Yes
28571,2024,3.15,5,53,99.06,No
28571,2025,2.88,4,56,87.93,No
28572,2021,3.22,3,27,85.63,Yes
28572,2022,2.55,3,47,93.37,Yes
28572,2023,2.56,9,23,85.98,No
28572,2024,2.6,8,47,92.49,Yes
28572,2025,2.99,5,24,93.35,Yes
28573,2021,3.89,3,60,86.78,No
28573,2022,3.7,4,37,94.9,No
28573,2023,3.9,8,60,90.13,No
28573,2024,3.74,2,65,91.47,Yes
28573,2025,3.84,10,57,86.45,Yes
28574,2021,4,5,32,94.15,No
28574,2022,3.95,4,44,95.84,No
28574,2023,4.14,8,48,86.35,Yes
28574,2024,3.89,10,42,96.55,No
28574,2025,3.91,9,54,89.58,No
28575,2021,3.9,4,43,99.88,Yes
28575,2022,4.04,6,48,97.69,Yes
28575,2023,4.2,2,45,94.87,Yes
28575,2024,3.85,9,53,96.54,Yes
28575,2025,3.75,5,27,85.01,Yes
28576,2021,3.9,1,25,97.21,Yes
28576,2022,3.86,1,40,99.26,No
28576,2023,3.81,8,25,86.21,No
28576,2024,4,8,18,90.87,No
28576,2025,3.83,1,32,89.99,No
28577,2021,4.01,5,57,93.01,Yes
28577,2022,3.94,2,55,99.24,Yes
28577,2023,3.92,5,55,89.67,No
28577,2024,4.18,7,33,93.08,No
28577,2025,3.42,9,38,91.09,No
28578,2021,2.38,1,47,91.9,No
28578,2022,3.05,10,64,97.24,No
28578,2023,2.45,6,44,94.76,No
28578,2024,2.34,5,63,95.35,Yes
28578,2025,3.12,6,50,95.76,No
28579,2021,3.03,10,29,98.63,No
28579,2022,3.24,5,58,89.33,No
28579,2023,2.46,3,44,95.05,No
28579,2024,2.65,2,43,91.4,No
28579,2025,2.7,4,59,92.41,No
28580,2021,3.78,5,13,98.23,No
28580,2022,3.93,6,23,92.15,Yes
28580,2023,3.72,7,37,94.39,Yes
28580,2024,4.08,6,41,85.37,No
28580,2025,3.64,1,28,88.62,Yes
28581,2021,4.05,9,22,85.13,Yes
28581,2022,3.99,9,26,95.34,No
28581,2023,4.22,7,23,92.29,No
28581,2024,4.09,1,36,93.58,Yes
28581,2025,4.63,5,45,94.21,No
28582,2021,3.1,2,32,85.34,Yes
28582,2022,2.98,8,36,87.38,No
28582,2023,3.16,3,37,95.58,No
28582,2024,3.12,3,42,95.39,Yes
28582,2025,3.13,5,35,89.82,Yes
28583,2021,2.49,1,62,95.08,No
28583,2022,2.27,4,55,98.83,Yes
28583,2023,2.51,9,44,93.25,No
28583,2024,2.33,8,57,87.72,Yes
28583,2025,2.44,5,62,96.57,Yes
28584,2021,3.17,6,38,94.86,Yes
28584,2022,3.38,9,34,86.52,Yes
28584,2023,3.5,1,37,96.75,Yes
28584,2024,3.27,9,39,94.63,Yes
28584,2025,3.35,4,21,95.81,No
28585,2021,3.58,7,36,94.23,No
28585,2022,3.61,2,36,87.5,No
28585,2023,3.56,6,45,85.72,Yes
28585,2024,3.11,2,34,99.57,Yes
28585,2025,3.57,8,35,90.76,No
28586,2021,2.68,7,48,96.66,Yes
28586,2022,2.46,6,48,92.42,Yes
28586,2023,2.75,4,51,95.3,Yes
28586,2024,3.13,8,27,96.57,No
28586,2025,3.06,8,47,97.97,No
28587,2021,3.35,6,65,90.01,Yes
28587,2022,3.57,2,59,88.43,Yes
28587,2023,3.12,6,82,88.29,Yes
28587,2024,3.23,8,74,98.8,No
28587,2025,3.13,3,63,95.37,Yes
28588,2021,4.46,5,20,95.98,No
28588,2022,4.65,8,24,94.55,Yes
28588,2023,4.01,2,39,98.37,Yes
28588,2024,4.03,7,36,85.5,No
28588,2025,4.65,9,19,93.92,No
28589,2021,4.73,4,77,91.64,No
28589,2022,4.84,1,71,98.89,No
28589,2023,4.25,5,75,96.93,No
28589,2024,4.37,1,58,95.97,Yes
28589,2025,4.59,1,74,94.86,Yes
28590,2021,3.55,5,43,93.89,Yes
28590,2022,3.29,5,60,87.49,No
28590,2023,3.45,3,34,89.02,No
28590,2024,3.4,7,46,89.96,No
28590,2025,3.58,2,62,92.08,No
28591,2021,3.02,7,31,92.98,No
28591,2022,2.97,10,22,97.11,Yes
28591,2023,2.98,4,41,99.75,No
28591,2024,3.21,4,37,97.57,Yes
28591,2025,3.2,4,22,90.02,No
28592,2021,4.36,5,84,85.88,No
28592,2022,4.1,5,87,85.64,No
28592,2023,4.57,9,66,91.07,Yes
28592,2024,4.27,7,61,92.14,No
28592,2025,3.96,10,86,94.34,Yes
28593,2021,3.75,10,72,98.8,No
28593,2022,4.04,6,64,90.58,No
28593,2023,3.85,1,75,98.42,No
28593,2024,3.61,7,54,95.22,Yes
28593,2025,4.14,2,63,91.37,No
28594,2021,4.22,10,24,99.91,Yes
28594,2022,4.09,9,46,98.38,Yes
28594,2023,4.62,9,41,98.88,No
28594,2024,4.39,4,27,96.77,No
28594,2025,4.11,7,30,94.48,Yes
28595,2021,4.1,9,54,93.93,No
28595,2022,3.86,9,46,97.2,No
28595,2023,3.83,8,68,92.99,Yes
28595,2024,3.82,7,54,91.39,Yes
28595,2025,3.57,8,45,93.62,No
28596,2021,4.17,4,52,85.19,No
28596,2022,3.79,10,51,95.78,Yes
28596,2023,4,1,46,88.8,Yes
28596,2024,3.97,5,44,92.71,No
28596,2025,3.43,6,51,98.72,No
28597,2021,4.35,2,62,88.56,Yes
28597,2022,4.21,3,72,87.25,Yes
28597,2023,4.07,3,54,95.82,No
28597,2024,4.03,10,68,98.6,Yes
28597,2025,4,5,68,88.87,No
28598,2021,4.52,9,35,93.96,No
28598,2022,4.61,2,29,87.58,No
28598,2023,4.52,2,14,86.86,No
28598,2024,4.49,7,25,87.66,Yes
28598,2025,4.21,5,26,95.02,Yes
28599,2021,3.73,6,29,96.16,Yes
28599,2022,3.36,3,46,96.44,Yes
28599,2023,3.26,1,34,90.26,No
28599,2024,3.27,1,31,96.05,Yes
28599,2025,3.43,8,30,87.12,No
28600,2021,2.75,6,17,99.82,Yes
28600,2022,3.16,3,15,93.24,No
28600,2023,2.84,1,14,86.66,Yes
28600,2024,3.05,9,22,89.96,Yes
28600,2025,2.8,3,27,94.6,No
28601,2021,4.14,7,38,95.18,No
28601,2022,3.55,2,50,98.34,No
28601,2023,4.09,4,55,98.02,Yes
28601,2024,4.16,6,41,94.97,No
28601,2025,3.61,8,56,86.56,Yes
28602,2021,3.64,2,72,92.77,No
28602,2022,3.58,9,88,90.94,Yes
28602,2023,3.43,7,90,95.86,Yes
28602,2024,3.49,2,64,87.41,Yes
28602,2025,3.26,10,70,89.91,Yes
28603,2021,3.54,10,56,92.15,No
28603,2022,3.39,7,54,96.48,Yes
28603,2023,3.47,4,77,97.14,No
28603,2024,2.96,1,72,93.63,Yes
28603,2025,3.51,6,77,92.36,Yes
28604,2021,2.95,6,44,97.09,No
28604,2022,2.87,7,63,91.1,No
28604,2023,3.3,4,65,87.27,No
28604,2024,2.95,3,74,85.12,Yes
28604,2025,3.2,10,47,93.92,Yes
28605,2021,3.33,6,37,92.73,No
28605,2022,3.96,3,37,91.01,Yes
28605,2023,3.77,8,27,93.57,Yes
28605,2024,3.47,7,35,89.6,Yes
28605,2025,3.96,4,13,96.16,Yes
28606,2021,3.64,5,49,89.09,Yes
28606,2022,3.67,5,33,87.39,No
28606,2023,3.56,8,39,92.82,Yes
28606,2024,4.06,8,41,98.55,Yes
28606,2025,4.08,5,19,88.04,No
28607,2021,3.79,9,28,95.61,No
28607,2022,3.36,4,40,90.03,Yes
28607,2023,3.98,4,25,89.95,No
28607,2024,3.38,1,42,97.43,No
28607,2025,3.83,9,46,93.39,No
28608,2021,3.61,5,23,89.62,No
28608,2022,3.57,9,24,86.41,Yes
28608,2023,3.76,1,27,87.26,No
28608,2024,3.6,5,29,88.4,Yes
28608,2025,4.15,7,42,93.59,No
28609,2021,3.37,4,39,93.6,Yes
28609,2022,3.1,7,43,86.4,No
28609,2023,3.04,3,52,97.31,No
28609,2024,3.3,10,58,87.94,Yes
28609,2025,3.65,2,55,85.13,Yes
28610,2021,3.32,10,36,95.42,No
28610,2022,2.99,5,27,94.11,Yes
28610,2023,2.97,10,30,87.08,No
28610,2024,3.31,6,14,91.83,Yes
28610,2025,2.94,1,23,99.05,Yes
28611,2021,3.9,2,36,94.65,No
28611,2022,3.57,6,37,99.61,No
28611,2023,3.54,4,61,96.37,No
28611,2024,3.29,10,37,86.84,Yes
28611,2025,3.82,1,64,90.86,No
28612,2021,3.14,5,64,93.59,Yes
28612,2022,3.05,10,63,87.12,Yes
28612,2023,2.87,2,55,87.1,Yes
28612,2024,2.84,2,49,96.16,Yes
28612,2025,3.03,3,52,95.53,No
28613,2021,4.54,7,87,90.17,Yes
28613,2022,4.27,5,90,93.83,Yes
28613,2023,4.22,4,83,95.89,No
28613,2024,4.51,10,84,89.71,Yes
28613,2025,4.12,1,95,96.5,No
28614,2021,4.05,10,80,90.24,Yes
28614,2022,4.19,8,76,94.61,No
28614,2023,3.56,3,68,94.21,No
28614,2024,3.84,1,82,93.76,No
28614,2025,3.83,8,74,89.86,No
28615,2021,3.61,8,72,85.42,Yes
28615,2022,3.83,3,70,98.47,Yes
28615,2023,3.72,6,87,93.97,Yes
28615,2024,3.83,6,90,89.61,Yes
28615,2025,4.17,2,78,94.29,No
28616,2021,3.22,5,26,94.21,No
28616,2022,3.19,7,50,87.3,No
28616,2023,3.33,3,22,89.36,No
28616,2024,3.45,1,39,97.56,Yes
28616,2025,2.83,9,44,94.57,No
28617,2021,4.04,2,24,91.07,Yes
28617,2022,3.68,5,27,99.15,Yes
28617,2023,4.06,4,15,96.2,Yes
28617,2024,3.47,7,17,91.62,Yes
28617,2025,4.16,10,23,99.53,Yes
28618,2021,3.28,10,85,99.7,Yes
28618,2022,3.58,4,86,89.24,Yes
28618,2023,3.41,2,83,91.55,Yes
28618,2024,3.52,2,74,94.93,Yes
28618,2025,3.2,2,74,89.97,Yes
28619,2021,3.18,2,80,97.58,No
28619,2022,3.36,8,69,86.71,Yes
28619,2023,2.76,9,72,99.34,No
28619,2024,2.68,10,64,99.83,No
28619,2025,3.07,1,55,99.68,No
28620,2021,3.3,4,51,85.68,No
28620,2022,3.08,9,47,92.89,No
28620,2023,3.3,4,36,87.85,No
28620,2024,2.98,6,47,97.4,Yes
28620,2025,2.76,8,49,86.6,No
28621,2021,3.38,5,43,89.8,No
28621,2022,3.97,10,67,89.47,No
28621,2023,3.7,5,51,99.32,Yes
28621,2024,3.6,8,43,93.58,No
28621,2025,3.99,4,48,98.23,No
28622,2021,3.21,1,81,97.18,Yes
28622,2022,3.31,10,99,98.15,No
28622,2023,3.4,8,89,99.47,Yes
28622,2024,3.7,3,72,86.45,Yes
28622,2025,3.21,1,80,87.24,No
28623,2021,2.89,4,41,98.58,No
28623,2022,3.12,6,33,93.02,Yes
28623,2023,3.18,1,27,86.11,Yes
28623,2024,3.4,7,35,94.85,No
28623,2025,3.26,2,33,90.78,No
28624,2021,4.31,7,64,86.21,Yes
28624,2022,4.46,10,79,93.78,No
28624,2023,4.47,1,67,99.93,No
28624,2024,4.15,6,69,91.4,No
28624,2025,4.03,9,74,94.85,No
28625,2021,4.22,7,40,93.73,Yes
28625,2022,4.28,9,24,86.45,Yes
28625,2023,4.28,1,39,87.12,Yes
28625,2024,3.6,2,36,85.44,Yes
28625,2025,3.81,1,24,87.35,No
28626,2021,4.75,10,89,91.85,Yes
28626,2022,4.74,2,66,88.65,No
28626,2023,4.55,3,67,96.25,No
28626,2024,4.85,4,80,96.41,No
28626,2025,4.75,2,79,86.96,No
28627,2021,3.47,4,61,94.17,No
28627,2022,3.55,7,49,99.74,No
28627,2023,3.76,2,57,98.51,No
28627,2024,3.46,2,50,92.73,Yes
28627,2025,3.82,2,61,94.66,Yes
28628,2021,2.7,2,51,99.12,No
28628,2022,3.02,10,53,91.75,No
28628,2023,2.93,1,68,86.4,No
28628,2024,2.62,5,71,92.92,No
28628,2025,2.98,10,54,95.8,Yes
28629,2021,2.96,9,48,95.68,Yes
28629,2022,3.02,10,70,97.01,Yes
28629,2023,2.36,5,49,96.22,No
28629,2024,2.25,8,66,94.42,Yes
28629,2025,2.88,8,52,86.39,Yes
28630,2021,4.23,3,85,91.26,Yes
28630,2022,4.04,4,73,94.11,Yes
28630,2023,3.72,5,78,92.52,Yes
28630,2024,4.28,5,91,98.76,No
28630,2025,4.05,9,79,97.16,Yes
28631,2021,3.49,1,57,87.92,Yes
28631,2022,3.43,5,76,96.72,No
28631,2023,3.6,7,73,91.06,No
28631,2024,3.12,8,60,97.42,Yes
28631,2025,3.51,6,76,87.14,No
28632,2021,2.67,2,34,91.72,No
28632,2022,2.84,6,47,95.13,No
28632,2023,3.2,1,30,93.11,No
28632,2024,3.28,6,21,94.24,No
28632,2025,2.86,10,27,95.13,Yes
28633,2021,3.62,2,60,90.58,Yes
28633,2022,3.91,7,68,85.05,No
28633,2023,3.44,8,57,96.72,Yes
28633,2024,3.29,7,67,90.46,Yes
28633,2025,3.78,8,73,89.41,No
28634,2021,4.54,3,40,90.43,No
28634,2022,4.5,1,45,96.44,No
28634,2023,4.25,1,35,88.1,Yes
28634,2024,4.41,3,34,91.99,No
28634,2025,4.13,2,43,93,Yes
28635,2021,4.04,2,67,89.93,Yes
28635,2022,3.92,1,83,97.55,No
28635,2023,3.67,9,68,95.08,No
28635,2024,3.65,6,91,91.1,No
28635,2025,3.72,6,89,85.6,Yes
28636,2021,3.9,5,64,96.82,No
28636,2022,3.4,8,89,93.51,No
28636,2023,3.37,8,63,91.67,No
28636,2024,3.45,10,81,99.32,No
28636,2025,3.75,4,86,98.46,No
28637,2021,2.74,7,84,88.6,No
28637,2022,3.14,2,70,85.71,Yes
28637,2023,3.15,1,74,95.37,No
28637,2024,2.68,8,65,91.08,No
28637,2025,3.04,4,84,92.02,No
28638,2021,3.87,5,73,97.84,No
28638,2022,4.3,7,45,92.95,Yes
28638,2023,3.85,6,62,90.1,No
28638,2024,3.6,6,46,99.84,No
28638,2025,4.23,5,71,99.34,Yes
28639,2021,2.56,9,55,93.84,Yes
28639,2022,2.94,5,44,94.94,No
28639,2023,2.27,5,52,98.67,Yes
28639,2024,2.92,3,58,88.95,Yes
28639,2025,2.78,4,47,91.7,Yes
28640,2021,4.45,4,32,96.55,Yes
28640,2022,4.78,3,34,88.17,Yes
28640,2023,4.38,8,29,88.72,No
28640,2024,4.7,6,39,95.38,No
28640,2025,4.41,5,51,96.57,No
28641,2021,2.74,7,69,90.91,No
28641,2022,3.02,8,56,97.81,Yes
28641,2023,3.1,9,74,95.91,Yes
28641,2024,3.05,9,79,92.9,Yes
28641,2025,2.8,9,57,92.71,No
28642,2021,4.47,8,26,98.16,Yes
28642,2022,4.32,3,33,91.93,No
28642,2023,4.56,9,26,90.26,No
28642,2024,4.73,8,35,98.58,No
28642,2025,4.97,9,21,89.57,No
28643,2021,3.84,9,67,99.35,Yes
28643,2022,3.93,2,57,91.33,Yes
28643,2023,4.01,5,49,91.92,Yes
28643,2024,3.85,2,60,94.17,No
28643,2025,4.34,8,74,99.06,Yes
28644,2021,3.93,7,64,86.98,Yes
28644,2022,3.44,6,65,95.44,Yes
28644,2023,3.56,2,42,97.05,Yes
28644,2024,3.42,3,49,95.91,No
28644,2025,3.85,10,60,85.86,No
28645,2021,2.84,10,52,85.04,Yes
28645,2022,2.6,4,36,95.78,No
28645,2023,3,1,48,98.86,Yes
28645,2024,2.5,4,43,94.63,Yes
28645,2025,2.98,9,56,85.99,No
28646,2021,2.75,8,61,87.21,No
28646,2022,3.11,1,58,89.44,No
28646,2023,2.82,2,54,88.37,Yes
28646,2024,2.92,7,56,97.67,Yes
28646,2025,3.37,6,66,96.14,No
28647,2021,2.46,10,40,89.68,No
28647,2022,2.33,1,45,85.93,Yes
28647,2023,2.83,9,46,91.59,Yes
28647,2024,2.67,4,43,95.7,No
28647,2025,3.02,5,49,98,No
28648,2021,4.18,1,43,94.86,No
28648,2022,4.21,4,34,95,Yes
28648,2023,3.83,1,39,85.98,No
28648,2024,4.42,2,38,88.17,Yes
28648,2025,4.4,4,36,89.84,No
28649,2021,3.14,5,81,97.63,Yes
28649,2022,3.14,7,92,87.18,Yes
28649,2023,3.35,10,75,86.42,No
28649,2024,3.3,9,97,94.76,No
28649,2025,2.98,6,77,87.48,No
28650,2021,4.05,5,37,99.8,Yes
28650,2022,4.65,8,22,89.59,Yes
28650,2023,4.33,9,36,99.33,No
28650,2024,4.47,4,15,97.1,No
28650,2025,4.06,6,31,89.94,Yes
28651,2021,4.12,6,82,92.3,No
28651,2022,4.44,9,79,98.59,Yes
28651,2023,4.37,5,67,90.82,Yes
28651,2024,4.63,2,67,89.26,No
28651,2025,4.76,4,63,96.01,Yes
28652,2021,2.45,9,50,90.76,No
28652,2022,3.01,4,45,91.97,No
28652,2023,3.07,8,52,95.16,No
28652,2024,2.68,1,52,90.36,No
28652,2025,2.49,7,53,86.28,No
28653,2021,4.07,10,28,91.52,Yes
28653,2022,3.77,6,40,87.16,Yes
28653,2023,4.48,4,27,92.84,Yes
28653,2024,4.3,4,36,97.63,No
28653,2025,3.78,3,33,88.66,No
28654,2021,3.36,5,51,95.69,Yes
28654,2022,3.72,9,62,98.5,Yes
28654,2023,2.98,1,37,89.78,Yes
28654,2024,3.64,10,41,91.23,No
28654,2025,3.17,10,55,87.68,No
28655,2021,2.92,10,75,97.24,Yes
28655,2022,3.33,8,84,99.85,Yes
28655,2023,2.75,6,70,90.79,Yes
28655,2024,2.85,9,70,99.86,No
28655,2025,2.87,5,97,98.25,No
28656,2021,3.52,7,36,90.25,Yes
28656,2022,3.83,9,22,87.95,No
28656,2023,3.46,6,31,86.67,No
28656,2024,3.11,6,28,91.54,No
28656,2025,3.2,10,35,96.59,No
28657,2021,2.56,8,61,90.83,No
28657,2022,2.69,10,58,90.91,No
28657,2023,2.46,10,80,86.09,No
28657,2024,2.57,10,70,85.27,No
28657,2025,2.89,10,64,95.17,Yes
28658,2021,3,3,61,93.24,No
28658,2022,2.86,7,46,89.12,Yes
28658,2023,3.51,7,45,99.75,Yes
28658,2024,3.38,4,42,96.68,No
28658,2025,3.49,1,45,94.21,Yes
28659,2021,3.82,4,24,90.14,Yes
28659,2022,4.18,8,27,88.55,No
28659,2023,3.61,8,32,95.83,No
28659,2024,4.3,2,45,94.99,Yes
28659,2025,3.57,4,43,97.93,Yes
28660,2021,3.44,8,85,98.4,Yes
28660,2022,3.09,2,71,91.74,No
28660,2023,3.12,6,86,92.98,No
28660,2024,3.55,7,94,94.82,Yes
28660,2025,3.32,4,81,85.61,Yes
28661,2021,2.63,7,69,93.11,No
28661,2022,2.94,9,59,89.15,No
28661,2023,2.49,7,64,96.45,Yes
28661,2024,2.88,6,69,87.89,No
28661,2025,2.55,8,81,99.54,Yes
28662,2021,3.23,5,53,85.5,No
28662,2022,3.22,6,38,90.11,No
28662,2023,3.79,10,62,98.88,No
28662,2024,3.21,6,35,99.75,Yes
28662,2025,3.06,6,53,91.74,No
28663,2021,3.48,10,85,86.99,Yes
28663,2022,3.96,8,65,95.28,No
28663,2023,3.85,7,63,87.47,Yes
28663,2024,4.17,7,88,88.29,Yes
28663,2025,3.93,5,89,94.68,No
28664,2021,2.82,10,50,92.04,No
28664,2022,2.7,9,51,88.34,Yes
28664,2023,2.61,1,36,99.93,No
28664,2024,2.5,3,52,85.42,No
28664,2025,2.88,6,35,89.19,Yes
28665,2021,4.2,6,79,86.39,No
28665,2022,3.93,5,83,90.24,Yes
28665,2023,4.16,6,80,86.69,Yes
28665,2024,4,8,74,94.08,No
28665,2025,3.72,1,76,97.99,Yes
28666,2021,2.98,5,30,99.05,Yes
28666,2022,3.11,1,37,93.32,Yes
28666,2023,3.24,5,35,92.02,No
28666,2024,3.03,1,25,93.46,No
28666,2025,3.47,5,37,86.8,No
28667,2021,2.78,8,70,88.7,Yes
28667,2022,3.24,8,82,95.17,Yes
28667,2023,3.02,8,73,85.84,No
28667,2024,3.26,4,81,90.83,Yes
28667,2025,3.05,1,81,96.02,Yes
28668,2021,3.54,1,62,94.92,Yes
28668,2022,3.22,1,69,87.77,No
28668,2023,3.33,2,62,87.82,No
28668,2024,3.39,5,70,99.23,No
28668,2025,3.61,9,55,94.3,No
28669,2021,3.56,5,22,90.2,No
28669,2022,3.13,2,13,93.98,No
28669,2023,3.63,9,35,89.81,Yes
28669,2024,3.18,1,32,99.47,Yes
28669,2025,3.13,7,19,94.89,Yes
28670,2021,3.1,2,56,98.55,No
28670,2022,3.06,8,71,92.91,No
28670,2023,2.98,8,67,99.63,Yes
28670,2024,2.73,4,50,85.37,No
28670,2025,2.94,1,45,96.33,Yes
28671,2021,3.52,4,66,88.45,Yes
28671,2022,2.95,4,54,87.3,Yes
28671,2023,3.12,4,47,95.59,No
28671,2024,3.25,9,40,87.8,No
28671,2025,2.84,7,54,95.99,No
28672,2021,3.66,1,32,92.36,No
28672,2022,4.03,5,59,89.34,No
28672,2023,3.64,6,35,93.2,No
28672,2024,4.04,10,42,96.02,No
28672,2025,3.65,7,59,99.22,Yes
28673,2021,3.51,1,94,89.34,No
28673,2022,2.92,5,72,96.4,Yes
28673,2023,2.93,7,71,88.13,Yes
28673,2024,2.86,3,96,90.24,Yes
28673,2025,3.26,1,74,96.94,Yes
28674,2021,2.54,4,36,85.93,Yes
28674,2022,2.7,2,42,89.77,Yes
28674,2023,3.13,10,44,88.4,Yes
28674,2024,2.89,8,20,93.88,No
28674,2025,2.66,5,49,97.16,Yes
28675,2021,2.4,2,41,89.05,Yes
28675,2022,2.76,1,57,96.19,Yes
28675,2023,2.94,4,65,96.58,No
28675,2024,2.68,6,52,88.16,No
28675,2025,2.28,8,67,97.56,No
28676,2021,4.05,1,55,88.42,No
28676,2022,4.78,9,66,87.79,No
28676,2023,4.09,9,52,99.75,Yes
28676,2024,4.65,7,59,86.93,No
28676,2025,4.06,3,57,93.7,No
28677,2021,3.98,6,43,98.19,No
28677,2022,3.85,2,20,86.34,Yes
28677,2023,4.31,1,19,86.73,Yes
28677,2024,4.22,2,35,91.81,No
28677,2025,4.47,10,42,95.78,Yes
28678,2021,4.11,1,41,99.32,Yes
28678,2022,3.83,10,35,88.84,Yes
28678,2023,3.89,5,45,85.33,No
28678,2024,4.08,4,41,95.12,No
28678,2025,4.01,3,37,94.93,No
28679,2021,3.49,1,14,87.55,Yes
28679,2022,3.13,9,26,94.63,No
28679,2023,3.19,2,27,94.51,No
28679,2024,3.44,3,31,97.57,No
28679,2025,3.67,2,16,98.45,No
28680,2021,3.13,1,62,95.76,No
28680,2022,3.63,9,81,89.44,Yes
28680,2023,3.41,2,78,97.17,Yes
28680,2024,3.31,10,89,87.92,Yes
28680,2025,3.62,6,87,95.46,No
28681,2021,3.13,10,59,97.67,No
28681,2022,2.97,5,62,97.3,No
28681,2023,3.44,4,45,89.04,No
28681,2024,2.88,7,38,93.31,Yes
28681,2025,3.26,3,47,86.09,No
28682,2021,3.52,6,25,97.99,No
28682,2022,3.91,9,30,94.31,No
28682,2023,3.62,10,38,95.4,Yes
28682,2024,3.23,9,41,95.76,Yes
28682,2025,3.25,9,53,95.45,Yes
28683,2021,3.49,2,46,97.31,Yes
28683,2022,3.15,8,35,85.41,No
28683,2023,3.05,8,19,91.66,Yes
28683,2024,3.56,10,45,89.13,Yes
28683,2025,3.42,3,42,86.25,No
28684,2021,3.19,9,52,96.88,Yes
28684,2022,3.7,6,48,94.96,Yes
28684,2023,3.75,4,55,96.9,Yes
28684,2024,3.18,2,45,98.32,Yes
28684,2025,3.47,1,39,90.61,Yes
28685,2021,4.23,3,51,93.23,No
28685,2022,4.4,1,65,86.67,Yes
28685,2023,4.17,5,65,92.84,No
28685,2024,4.49,4,70,89.98,No
28685,2025,3.75,8,48,98.86,No
28686,2021,4.14,10,91,86.17,Yes
28686,2022,3.72,10,84,88.56,No
28686,2023,3.53,8,73,95.89,No
28686,2024,3.95,5,96,98.81,No
28686,2025,3.71,4,72,89.4,Yes
28687,2021,2.59,10,79,91.62,Yes
28687,2022,2.75,4,64,90.15,No
28687,2023,2.38,9,71,97.34,Yes
28687,2024,2.8,1,67,86.4,No
28687,2025,3.02,5,73,96.28,No
28688,2021,4.51,9,76,95.29,Yes
28688,2022,4.51,4,82,86.98,Yes
28688,2023,4.28,6,86,89.41,Yes
28688,2024,4.02,10,59,85.18,No
28688,2025,4.22,2,82,91.08,Yes
28689,2021,2.9,1,68,97.04,No
28689,2022,2.64,1,64,94.64,Yes
28689,2023,2.63,2,47,87.33,Yes
28689,2024,3.17,10,54,85.15,Yes
28689,2025,2.78,4,56,96.22,Yes
28690,2021,3.15,10,91,97.09,No
28690,2022,2.79,4,63,85.81,Yes
28690,2023,2.91,9,85,96.87,No
